Worm #,CFU_22,CFU_222,CFU_2222,Day
718,0,0,0,1
719,0,0,0,1
720,0,0,0,1
721,63,8,0,1
722,58,2,1,1
723,75,7,0,1
724,0,0,0,1
725,12,0,0,1
726,140,17,3,1
727,0,0,0,1
728,0,0,0,1
729,164,14,1,1
730,2,0,0,1
731,0,0,0,1
732,0,0,0,1
733,0,0,0,1
734,0,0,0,1
735,0,0,0,1
736,1,0,0,1
737,0,0,0,1
738,37,3,0,1
739,0,0,0,1
740,0,0,0,1
741,0,0,0,1
742,0,0,0,1
743,24,1,0,1
744,0,0,0,1
745,32,4,0,1
746,0,0,0,1
747,293,23,3,1
748,0,0,0,1
749,0,0,0,1
750,12,0,0,1
1,0,0,0,3
2,1296,138,14,3
3,510,55,4,3
4,115,14,1,3
5,499,56,6,3
6,3,1,0,3
7,1,0,0,3
8,937,103,15,3
9,2148,196,16,3
10,0,0,0,3
11,0,0,0,3
12,83,4,0,3
13,588,60,10,3
14,218,25,2,3
15,649,65,7,3
16,73,9,0,3
17,34,4,0,3
18,0,0,0,3
19,735,79,8,3
20,2497,224,24,3
21,52,10,1,3
22,2001,233,26,3
23,1675,183,9,3
24,736,66,2,3
25,0,0,0,3
26,813,73,7,3
27,1371,145,17,3
28,2034,206,16,3
29,196,17,2,3
30,1207,134,7,3
31,802,67,7,3
32,2239,224,24,3
33,1,1,0,3
34,640,65,6,3
35,2562,277,31,3
36,1337,139,14,3
37,655,70,2,3
38,4876,494,47,3
39,868,111,13,3
40,1893,168,24,3
41,150,15,0,3
42,211,20,6,3
43,963,100,10,3
44,1529,139,12,3
45,5313,513,54,3
46,142,13,3,3
47,0,0,0,3
48,707,71,9,3
49,4986,502,43,3
50,686,63,5,3
51,0,0,0,3
52,250,24,1,3
53,552,69,6,3
54,5231,581,51,3
55,6139,618,83,3
56,85,10,0,3
57,203,15,2,3
58,13,0,0,3
59,5199,501,53,3
60,550,59,1,3
61,921,94,10,3
62,1585,154,16,3
63,2393,234,19,3
64,412,47,2,3
65,656,58,12,3
66,2133,211,21,3
67,839,65,12,3
68,102,10,1,3
69,5240,530,61,3
70,982,93,7,3
71,0,0,0,3
72,5620,504,60,3
73,1082,111,13,3
74,1380,129,13,3
75,2515,239,25,3
76,5967,639,83,3
77,903,105,7,3
78,959,89,13,3
79,1161,127,9,3
80,5906,598,61,3
81,786,72,5,3
82,2339,226,20,3
83,431,46,7,3
84,1684,162,22,3
85,166,18,3,3
86,4569,428,40,3
87,117,9,0,3
88,1094,93,10,3
89,0,0,0,3
90,650,59,8,3
91,148,18,0,3
92,963,99,10,3
93,6005,647,63,3
94,253,26,2,3
95,452,42,5,3
96,1626,172,15,3
97,269,34,3,3
98,221,32,2,3
99,56,2,2,3
100,1008,77,13,3
101,877,86,8,3
102,832,77,14,3
103,68,6,1,3
104,1157,114,14,3
105,530,57,6,3
106,1545,166,17,3
107,2104,204,27,3
108,183,11,3,3
109,487,45,4,3
110,1192,125,10,3
111,2,0,0,3
112,727,96,6,3
113,588,60,9,3
114,0,0,0,3
115,1563,141,14,3
116,1291,111,11,3
117,477,42,6,3
118,1012,92,8,3
119,1891,184,22,3
120,1332,136,14,3
121,1688,202,30,3
122,915,103,17,3
123,993,103,11,3
124,796,81,8,3
125,1101,128,9,3
126,424,47,1,3
127,823,85,4,3
128,308,33,1,3
129,930,95,9,3
130,1231,132,13,3
131,1590,159,13,3
132,0,0,0,3
133,230,28,0,3
134,271,25,1,3
135,675,56,1,3
136,5754,591,54,3
137,63,5,0,3
138,1214,124,12,3
139,487,52,4,3
140,939,95,6,3
141,134,16,1,3
142,2259,209,26,3
143,0,0,0,3
144,877,75,9,3
145,1617,166,22,3
146,787,89,3,3
147,0,0,0,3
148,346,32,3,3
149,551,50,3,3
150,178,18,2,3
151,791,71,6,3
152,1264,144,21,3
153,1784,177,17,3
154,2339,242,17,3
155,255,25,3,3
156,1197,85,10,3
157,426,34,7,3
158,722,58,6,3
159,626,63,6,3
160,1034,103,6,3
161,1048,107,10,3
162,969,92,9,3
163,120,12,2,3
164,2360,220,19,3
165,2587,245,24,3
166,631,65,7,3
167,1016,89,10,3
168,208,24,4,3
169,1198,113,8,3
170,4198,384,43,3
171,5056,476,55,3
172,0,0,0,3
173,105,12,1,3
174,123,12,2,3
175,11,0,0,3
176,248,23,1,3
177,239,21,4,3
178,1104,107,12,3
179,120,5,1,3
180,1748,174,19,3
181,212,22,2,3
182,1069,123,11,3
183,1086,99,14,3
184,248,25,3,3
185,718,83,7,3
186,180,22,1,3
187,5903,583,66,3
188,888,94,8,3
189,182,20,1,3
190,2026,215,14,3
191,1465,141,9,3
192,263,39,0,3
193,608,62,9,3
194,124,17,4,3
195,0,0,0,3
196,2,0,0,3
197,103,5,1,3
198,0,0,0,3
199,0,0,0,3
200,113,17,1,3
201,1454,146,18,3
202,200,22,2,3
203,1380,156,11,3
204,2082,217,27,3
205,0,0,0,3
206,694,70,10,3
207,799,77,12,3
208,0,0,0,3
209,212,15,2,3
210,464,48,3,3
211,1386,132,17,3
212,29,2,0,3
213,7436,781,71,3
214,967,93,9,3
215,1217,130,11,3
216,8,0,0,3
217,1782,172,28,3
218,608,62,4,3
219,1074,110,12,3
220,1111,120,16,3
221,0,0,0,3
222,1207,121,10,3
223,1061,119,4,3
224,983,93,10,3
225,105,14,0,3
226,665,66,7,3
227,511,48,4,3
228,908,80,12,3
229,513,53,4,3
230,1008,93,14,3
231,819,106,12,3
232,71,8,1,3
233,880,80,8,3
234,514,39,10,3
235,241,21,3,3
236,933,79,8,3
237,6005,568,57,3
238,1087,116,7,3
239,134,16,0,3
240,680,72,6,3
241,4241,431,44,3
242,686,61,8,3
243,99,9,2,3
244,961,84,8,3
245,936,94,12,3
246,0,0,0,3
247,216,28,1,3
248,553,50,7,3
249,242,24,1,3
250,25,3,0,3
251,897,103,9,3
252,133,12,2,3
253,242,17,0,3
254,0,0,0,3
255,368,45,6,3
256,64,4,0,3
257,125,15,2,3
258,0,0,0,3
259,943,78,6,3
260,33,6,1,3
261,0,0,0,3
262,833,99,6,3
263,1,0,0,3
264,222,26,3,3
265,5097,552,44,3
266,22,2,0,3
267,816,103,7,3
268,4674,449,44,3
269,810,93,4,3
270,5555,564,45,3
271,88,10,2,3
272,1038,107,9,3
273,95,13,1,3
274,915,71,8,3
275,4359,428,43,3
276,2228,218,18,3
277,264,19,2,3
278,1140,116,9,3
279,217,26,3,3
280,333,33,3,3
281,469,42,6,3
282,1382,127,13,3
283,1230,122,10,3
284,767,89,6,3
285,260,20,3,3
286,1761,157,21,3
287,161,17,0,3
288,855,105,8,3
289,256,31,3,3
290,245,26,0,3
291,4970,521,57,3
292,462,48,5,3
293,551,46,6,3
294,968,94,14,3
295,211,29,2,3
296,1,0,0,3
297,858,79,8,3
298,42,2,0,3
299,1074,96,10,3
300,761,63,5,3
301,313,25,3,3
302,1593,169,26,3
303,570,48,8,3
304,1062,105,6,3
305,247,21,3,3
306,500,47,6,3
307,1080,108,14,3
308,1324,132,13,3
309,1136,135,14,3
310,860,79,8,3
311,412,40,6,3
312,2586,247,22,3
313,4808,467,43,3
314,1698,146,18,3
315,467,43,4,3
316,115,15,0,3
317,1037,98,11,3
318,416,47,3,3
319,1608,179,15,3
320,157,22,2,3
321,1042,118,9,3
322,226,23,2,3
323,136,15,4,3
324,784,80,8,3
325,806,74,8,3
326,0,0,0,3
327,20,5,0,3
328,213,34,2,3
329,0,0,0,3
330,1658,163,15,3
331,106,14,2,3
332,809,96,10,3
333,275,28,3,3
334,508,56,7,3
335,561,47,5,3
336,899,79,6,3
337,85,7,0,3
338,953,87,9,3
339,672,58,11,3
340,1295,122,14,3
341,6032,589,70,3
342,171,20,2,3
343,163,6,0,3
344,425,41,5,3
345,0,0,0,3
346,1425,146,10,3
347,1422,130,11,3
348,1001,77,7,3
349,0,0,0,3
350,2945,306,39,3
351,5829,546,56,3
352,772,68,9,3
353,966,93,11,3
354,727,71,8,3
355,0,0,0,3
356,529,51,3,3
357,1508,127,14,3
358,140,12,3,3
359,168,20,2,3
360,0,0,0,3
361,798,86,9,3
362,362,55,1,3
363,207,26,2,3
364,2811,306,26,3
365,93,10,0,3
366,0,0,0,3
367,903,86,6,3
368,1231,122,17,3
369,1011,94,10,3
370,1013,84,7,3
371,1,0,0,3
372,1059,117,12,3
373,0,0,0,3
374,4469,451,50,3
375,1582,134,13,3
376,222,23,1,3
377,2224,247,18,3
378,129,17,1,3
379,5259,518,57,3
380,1,0,0,3
381,5948,560,55,3
382,132,20,1,3
383,4422,465,63,3
384,151,13,1,3
385,954,113,9,3
386,220,17,4,3
387,177,23,2,3
388,1845,198,21,3
389,359,29,6,3
390,68,7,0,3
391,766,90,10,3
392,675,70,10,3
393,812,85,6,3
394,797,68,10,3
395,111,10,4,3
396,252,26,2,3
397,431,47,5,3
398,550,55,10,3
399,0,0,0,3
400,306,25,4,3
401,270,33,3,3
402,451,47,3,3
403,737,76,7,3
404,5220,499,52,3
405,6368,627,64,3
406,740,79,7,3
407,718,77,9,3
408,0,0,0,3
409,611,57,8,3
410,980,121,10,3
411,0,0,0,3
412,1240,126,15,3
413,1596,152,13,3
414,1093,108,14,3
415,415,52,7,3
416,129,18,0,3
417,718,70,8,3
418,1029,101,14,3
419,5053,513,36,3
420,1475,148,11,3
421,0,0,0,3
422,1853,170,22,3
423,2,0,0,3
424,1006,106,12,3
425,2717,280,31,3
426,206,20,0,3
427,846,97,9,3
428,133,5,3,3
429,1528,170,14,3
430,632,59,6,3
431,1629,161,11,3
432,5138,488,39,3
433,2749,279,29,3
434,855,70,8,3
435,1136,110,10,3
436,4772,471,33,3
437,150,17,3,3
438,847,75,7,3
439,457,49,6,3
440,3,1,0,3
441,6200,618,66,3
442,879,83,5,3
443,119,10,0,3
444,0,0,0,3
445,369,38,1,3
446,539,55,4,3
447,0,0,0,3
448,255,27,4,3
449,889,74,9,3
450,386,41,2,3
451,1097,88,15,3
452,27,0,0,3
453,3,1,0,3
454,1420,133,22,3
455,5636,538,58,3
456,0,0,0,3
457,185,21,2,3
458,432,44,4,3
459,1408,147,14,3
460,1,0,0,3
461,174,16,4,3
462,0,0,0,3
463,653,73,8,3
464,20,3,0,3
465,5846,603,77,3
466,1201,123,11,3
467,2151,237,22,3
468,25,3,0,3
469,683,72,5,3
470,192,19,4,3
471,1,0,0,3
472,698,73,5,3
473,1159,135,10,3
474,5,0,0,3
475,5296,484,61,3
476,173,18,0,3
477,187,19,2,3
478,779,82,6,3
479,999,80,15,3
480,1136,116,15,3
481,51,5,1,3
482,651,74,6,3
483,2040,225,19,3
484,1287,142,14,3
485,950,101,10,3
486,296,26,3,3
487,5,2,0,3
488,200,20,2,3
489,106,12,1,3
490,1532,151,19,3
491,346,39,1,3
492,1194,117,15,3
493,716,79,9,3
494,744,75,7,3
495,746,85,11,3
496,212,15,1,3
497,551,48,9,3
498,0,0,0,3
499,672,64,4,3
500,1528,153,10,3
501,5460,539,50,3
502,176,16,1,3
503,239,31,4,3
504,977,111,9,3
505,13,1,0,3
506,657,66,7,3
507,4939,493,52,3
508,4935,485,51,3
509,0,0,0,3
510,1546,150,13,3
511,106,7,0,3
512,419,41,3,3
513,1120,99,10,3
514,5324,535,44,3
515,357,32,2,3
516,78,9,0,3
517,1287,149,13,3
518,255,18,1,3
519,44,4,0,3
520,326,40,2,3
521,173,10,0,3
522,1417,134,15,3
523,235,17,5,3
524,926,89,12,3
525,5637,584,58,3
526,801,83,8,3
527,4,0,0,3
528,254,25,6,3
529,835,81,8,3
530,1517,148,19,3
531,1487,125,16,3
532,169,8,4,3
533,1063,96,9,3
534,1,0,0,3
535,678,69,8,3
536,1021,97,10,3
537,2036,202,27,3
538,184,17,3,3
539,336,31,1,3
540,0,0,0,3
541,2564,242,18,3
542,1036,114,12,3
543,739,63,8,3
544,1688,166,21,3
545,660,72,9,3
546,239,17,3,3
547,5379,536,60,3
548,464,41,2,3
549,1287,130,13,3
550,44,6,0,3
551,5140,510,51,3
552,29,5,0,3
553,962,103,7,3
554,783,78,6,3
555,4553,483,39,3
556,2052,213,23,3
557,937,91,13,3
558,203,22,3,3
559,561,63,9,3
560,1552,166,23,3
561,3567,343,38,3
562,799,66,5,3
563,5518,561,50,3
564,145,17,2,3
565,710,60,9,3
566,45,5,0,3
567,113,15,2,3
568,507,50,1,3
569,371,33,4,3
570,750,65,13,3
571,104,9,1,3
572,0,0,0,3
573,6525,642,61,3
574,115,9,2,3
575,620,78,5,3
576,1780,204,20,3
577,622,66,8,3
578,810,86,10,3
579,921,96,11,3
580,191,16,3,3
581,768,78,7,3
582,0,0,0,3
583,726,78,7,3
584,659,74,11,3
585,3,0,0,3
586,339,32,2,3
587,1326,135,13,3
588,477,48,4,3
589,6218,626,58,3
590,676,86,7,3
591,631,69,12,3
592,5538,576,66,3
593,242,21,2,3
594,749,76,9,3
595,1894,164,14,3
596,5391,538,43,3
597,5287,553,53,3
598,61,8,0,3
599,838,81,9,3
600,121,8,0,3
601,0,0,0,3
602,79,6,0,3
603,437,47,2,3
604,1190,126,12,3
605,2394,256,26,3
606,267,33,1,3
607,674,63,3,3
608,913,89,9,3
609,1,0,0,3
610,1840,198,19,3
611,6,0,0,3
612,600,57,5,3
613,929,108,6,3
614,161,23,2,3
615,4,0,0,3
616,1378,132,22,3
617,1,0,0,3
618,599,62,7,3
619,874,97,13,3
620,186,14,4,3
621,1479,151,12,3
622,140,17,2,3
623,141,14,0,3
624,838,66,17,3
