Worm #,CFU_22,CFU_222,CFU_2222,Day
39,192,28,4,9
40,0,0,0,9
41,1075,90,10,9
42,574,63,10,9
43,928,108,9,9
44,6903,693,63,9
45,0,0,0,9
46,549,55,7,9
47,122,11,1,9
48,235,23,2,9
49,444,49,6,9
50,4145,410,41,9
51,384,31,8,9
52,0,0,0,9
53,419,45,4,9
54,1133,114,19,9
55,900,104,8,9
56,5579,534,61,9
57,1038,113,11,9
58,5141,482,44,9
59,0,0,0,9
60,1166,119,16,9
61,1113,104,12,9
62,97,15,1,9
63,6546,663,58,9
64,329,27,6,9
65,957,104,5,9
66,183,26,0,9
67,138,18,0,9
68,1285,114,12,9
69,109,7,0,9
70,1423,165,13,9
71,0,0,0,9
72,222,20,2,9
73,1206,122,18,9
74,685,82,3,9
75,4514,455,44,9
