Worm #,CFU_22,CFU_222,CFU_2222,Day
45,6732,690,59,9
46,4697,433,44,9
47,0,0,0,9
48,555,66,5,9
49,2873,285,34,9
50,1977,169,13,9
51,0,0,0,9
52,0,0,0,9
53,0,0,0,9
54,8356,797,84,9
55,1,0,0,9
56,17,3,1,9
57,82,6,0,9
58,48,3,0,9
59,111,12,3,9
60,2358,241,21,9
61,6458,619,57,9
62,4,0,0,9
63,118,12,0,9
64,3,1,0,9
65,17,0,1,9
66,289,31,3,9
67,18,3,0,9
68,1381,132,5,9
69,6802,658,60,9
70,155,14,1,9
71,0,0,0,9
72,0,0,0,9
73,1703,186,27,9
74,0,0,0,9
75,120,5,1,9
