Worm #,CFU_22,CFU_222,CFU_2222,Day
40,877,89,14,9
41,1095,108,13,9
42,596,68,7,9
43,979,93,15,9
44,6965,670,52,9
45,1482,170,15,9
46,515,51,1,9
47,119,16,1,9
48,224,25,3,9
49,424,43,4,9
50,4249,422,47,9
51,418,50,7,9
52,2069,192,21,9
53,447,46,2,9
54,0,0,0,9
55,892,91,16,9
56,5614,543,46,9
57,1040,107,15,9
58,0,0,0,9
59,5833,546,54,9
60,1460,142,7,9
61,1017,109,13,9
62,2741,288,24,9
63,6815,665,78,9
64,335,28,3,9
65,965,103,9,9
66,200,17,1,9
67,149,11,1,9
68,1197,133,13,9
69,109,12,0,9
70,1362,139,9,9
71,2024,214,30,9
72,230,17,0,9
73,1267,131,9,9
74,717,74,12,9
75,4533,445,52,9
