Worm #,CFU_22,CFU_222,CFU_2222,Day
38,3449,318,38,5
39,146,14,0,5
40,5847,556,57,5
41,2192,194,26,5
42,5497,579,61,5
43,656,65,6,5
44,198,27,2,5
45,902,78,6,5
46,5655,587,55,5
47,699,65,3,5
48,4403,480,53,5
49,676,56,5,5
50,1930,219,18,5
51,322,44,2,5
52,865,101,8,5
53,561,56,6,5
54,318,26,7,5
55,4600,484,45,5
56,1981,174,13,5
57,184,20,2,5
58,5127,497,50,5
59,5759,562,49,5
60,437,47,6,5
61,805,81,8,5
62,915,108,12,5
63,1099,104,13,5
64,785,93,3,5
65,203,20,2,5
66,5117,514,43,5
67,1278,136,8,5
68,0,0,0,5
69,1969,198,17,5
70,1423,135,24,5
71,232,24,2,5
72,1055,129,4,5
73,907,80,9,5
74,91,10,0,5
75,5182,503,56,5
1,1403,168,13,7
2,531,49,3,7
3,47,6,0,7
4,139,15,2,7
5,1607,147,15,7
6,188,30,1,7
7,902,93,11,7
8,4735,448,59,7
9,5104,524,37,7
10,441,49,1,7
11,118,15,1,7
12,915,81,10,7
13,2349,214,27,7
14,1105,119,11,7
15,123,14,1,7
16,1169,133,16,7
17,613,67,11,7
18,289,30,6,7
19,777,86,10,7
20,4141,394,43,7
21,5581,567,56,7
22,168,26,1,7
23,1009,86,4,7
24,1608,138,11,7
25,385,40,4,7
26,413,40,1,7
27,332,32,2,7
28,251,28,1,7
29,4619,453,40,7
30,264,24,2,7
31,287,29,1,7
32,164,18,1,7
33,164,13,0,7
34,1658,167,16,7
35,482,39,7,7
36,1918,206,10,7
37,1007,85,10,7
38,2530,242,27,7
39,879,92,6,7
40,1573,136,12,7
41,1969,215,18,7
42,107,9,1,7
43,987,96,5,7
44,753,67,6,7
45,436,47,4,7
46,817,73,10,7
47,759,82,8,7
48,822,90,6,7
49,2068,213,21,7
50,2076,206,35,7
51,1158,111,11,7
52,1292,126,25,7
53,5495,557,54,7
54,1119,101,7,7
55,621,73,8,7
56,122,11,0,7
57,944,95,12,7
58,267,31,1,7
59,1017,87,13,7
60,74,4,1,7
61,2528,260,34,7
62,5292,519,56,7
63,184,20,3,7
64,2084,228,16,7
65,734,66,9,7
66,78,8,2,7
67,4878,492,57,7
68,5085,502,50,7
69,99,11,3,7
70,945,94,15,7
71,2178,209,24,7
72,1769,186,23,7
73,749,85,11,7
74,2959,285,30,7
75,2154,224,27,7
1,147,11,3,9
2,34,2,0,9
3,173,21,1,9
4,624,48,6,9
5,164,15,0,9
6,144,21,1,9
7,393,31,4,9
8,1146,117,10,9
9,956,88,6,9
10,468,28,8,9
11,5345,523,61,9
12,1297,141,14,9
13,1136,117,7,9
14,5400,519,56,9
15,1797,176,21,9
16,191,23,2,9
17,79,8,2,9
18,2820,258,25,9
19,697,84,6,9
20,134,15,2,9
21,829,81,12,9
22,624,48,10,9
23,753,81,6,9
24,769,85,8,9
25,515,53,1,9
26,0,0,0,9
27,821,95,5,9
28,5743,535,33,9
29,1297,127,19,9
30,1729,176,26,9
31,39,7,0,9
32,491,39,8,9
33,6178,599,64,9
34,436,44,4,9
35,866,97,6,9
36,3572,329,42,9
37,1108,116,9,9
38,4437,426,37,9
39,212,23,1,9
40,877,96,3,9
41,1058,109,17,9
42,601,66,7,9
43,969,102,8,9
44,6910,704,66,9
45,1403,149,12,9
46,531,47,7,9
47,109,12,1,9
48,200,25,4,9
49,448,43,4,9
50,4149,431,48,9
51,402,43,5,9
52,1956,204,23,9
53,514,47,4,9
54,1205,130,14,9
55,978,97,6,9
56,5605,557,39,9
57,1020,77,9,9
58,5125,532,56,9
59,5760,554,54,9
60,1490,155,11,9
61,1096,118,15,9
62,2873,286,31,9
63,6604,631,67,9
64,368,32,6,9
65,964,96,16,9
66,206,16,2,9
67,161,18,0,9
68,1222,112,17,9
69,104,9,0,9
70,1391,154,12,9
71,2043,199,19,9
72,231,24,2,9
73,1234,121,10,9
74,668,60,5,9
75,4511,440,43,9
